policy_id,age,gender,state,occupation,marital_status,credit_score,policy_type,annual_premium,policy_start_date,years_as_customer,num_prior_claims,has_violations
POL-01154,72,Female,PA,Freelancer,Single,618,Comprehensive,4021.15,2021-06-10,4,5,0
POL-01155,57,Male,TN,Lawyer,Married,428,Standard,4360.51,2024-07-07,4,3,0
POL-01156,65,Male,WA,Accountant,Single,555,Standard,2380.03,2024-02-04,9,5,1
POL-01157,60,Female,PA,Sales Manager,Widowed,683,Standard,4845.26,2024-10-08,1,6,0
POL-01158,68,Male,IL,Software Engineer,Married,334,Standard,1714.14,2021-10-22,0,7,1
POL-01159,72,Female,OH,Retail Worker,Widowed,762,Standard,3898.95,2021-06-22,14,1,0
POL-01160,59,Female,NJ,Student,Married,561,Premium,6552.41,2022-09-25,14,1,0
POL-01161,66,Female,FL,Doctor,Divorced,736,Basic,7735.65,2020-09-15,3,3,1
POL-01162,71,Male,NY,Driver,Divorced,429,Premium,2802.73,2022-06-12,2,8,0
POL-01163,43,Male,PA,Freelancer,Married,317,Standard,6000.59,2021-12-25,4,8,0
POL-01164,69,Female,MO,Mechanic,Married,683,Standard,1251.04,2020-12-05,7,2,1
POL-01165,72,Male,NC,Software Engineer,Widowed,603,Comprehensive,7257.17,2022-05-12,15,7,0
POL-01166,26,Female,CA,Teacher,Divorced,619,Standard,7422.89,2023-06-09,2,0,1
POL-01167,26,Male,TN,Freelancer,Married,548,Comprehensive,6397.35,2023-08-16,13,6,0
POL-01168,33,Female,FL,Mechanic,Divorced,443,Comprehensive,1426.04,2024-02-23,4,3,1
POL-01169,27,Female,NJ,Software Engineer,Single,833,Premium,4431.81,2024-04-29,15,3,1
POL-01170,37,Male,MO,Construction Worker,Widowed,457,Basic,7101.7,2024-03-24,10,4,0
POL-01171,42,Female,NY,Retail Worker,Widowed,736,Standard,7071.82,2023-11-17,15,4,0
POL-01172,51,Male,FL,Construction Worker,Divorced,547,Comprehensive,6775.32,2022-06-04,13,0,0
POL-01173,73,Female,NC,Student,Divorced,820,Premium,3647.34,2024-09-08,8,5,0
POL-01174,18,Male,TN,Mechanic,Widowed,526,Comprehensive,5492.21,2020-07-31,15,8,1
POL-01175,56,Female,TX,Chef,Single,400,Basic,1381.05,2024-04-13,7,5,1
POL-01176,70,Female,TX,Sales Manager,Widowed,771,Basic,7551.48,2024-07-23,13,0,0
POL-01177,54,Male,CA,Retail Worker,Divorced,401,Premium,7405.02,2024-06-30,0,7,0
POL-01178,40,Female,VA,Mechanic,Divorced,756,Basic,2933.84,2023-12-02,8,2,0
POL-01179,53,Female,WA,Doctor,Divorced,476,Comprehensive,6924.85,2021-11-14,11,8,0
POL-01180,38,Female,NY,Student,Single,715,Premium,5163.5,2023-08-02,5,6,0
POL-01181,34,Female,VA,Sales Manager,Widowed,670,Standard,7694.81,2021-10-23,0,1,0
POL-01182,55,Female,IN,Construction Worker,Divorced,482,Comprehensive,5138.53,2020-06-04,6,1,0
POL-01183,63,Female,NC,Nurse,Divorced,845,Premium,3475.68,2022-02-27,3,4,0
POL-01184,38,Male,MA,Freelancer,Single,551,Standard,5506.41,2021-07-14,0,7,0
POL-01185,71,Male,GA,Student,Married,750,Standard,1590.33,2021-08-30,7,0,1
POL-01186,71,Female,AZ,Driver,Married,722,Standard,6859.29,2023-04-04,12,6,0
POL-01187,63,Female,NC,Electrician,Divorced,673,Standard,2901.16,2022-01-01,2,2,0
POL-01188,73,Male,MO,Chef,Married,398,Comprehensive,4515.2,2020-08-02,7,5,0
POL-01189,47,Female,MD,Freelancer,Single,771,Comprehensive,4228.5,2022-06-12,2,2,0
POL-01190,53,Female,MO,Retail Worker,Single,655,Comprehensive,7006.83,2020-10-29,2,5,0
POL-01191,64,Female,MD,Accountant,Single,802,Comprehensive,5781.63,2020-09-30,12,3,1
POL-01192,37,Female,NJ,Mechanic,Widowed,447,Premium,6970.51,2023-06-02,1,5,0
POL-01193,67,Male,WI,Teacher,Widowed,465,Standard,2366.0,2023-05-16,5,2,0
POL-01194,59,Female,NY,Sales Manager,Single,396,Comprehensive,4805.02,2023-11-04,12,6,1
POL-01195,62,Female,PA,Freelancer,Divorced,487,Basic,2833.97,2020-12-29,13,4,1
POL-01196,23,Male,NC,Electrician,Married,532,Premium,7892.27,2023-07-20,2,5,1
POL-01197,66,Male,IN,Accountant,Single,362,Basic,5620.33,2020-07-14,5,0,0
POL-01198,18,Female,WA,Accountant,Single,683,Basic,7667.84,2021-01-21,15,2,0
POL-01199,40,Male,PA,Chef,Divorced,481,Comprehensive,5797.76,2024-12-06,5,8,0
POL-01200,70,Female,CA,Chef,Single,850,Basic,6554.04,2021-09-30,9,1,0
POL-01201,61,Male,MD,Driver,Married,402,Comprehensive,1948.7,2020-11-13,10,7,1
POL-01202,68,Female,NY,Retail Worker,Single,646,Standard,3242.7,2021-05-05,15,3,1
POL-01203,20,Female,TX,Student,Widowed,401,Basic,5476.34,2021-10-18,12,8,0
POL-01204,36,Female,PA,Lawyer,Married,599,Comprehensive,3531.79,2022-02-11,2,7,0
POL-01205,49,Male,NJ,Driver,Widowed,698,Premium,4232.11,2024-05-29,9,0,0
POL-01206,30,Male,MI,Student,Married,621,Basic,4507.19,2020-04-06,9,6,0
POL-01207,40,Male,AZ,Construction Worker,Married,820,Premium,5608.5,2020-04-01,6,1,1
POL-01208,29,Male,NJ,Teacher,Married,807,Standard,4783.59,2023-06-09,0,0,1
POL-01209,31,Male,MI,Software Engineer,Married,638,Standard,7903.14,2024-08-19,7,5,1
POL-01210,20,Male,PA,Chef,Married,564,Comprehensive,5602.97,2023-12-25,9,3,0
POL-01211,44,Male,AZ,Freelancer,Widowed,686,Premium,6819.76,2021-01-23,15,4,0
POL-01212,58,Female,TX,Construction Worker,Widowed,431,Standard,1028.93,2020-08-22,3,2,1
POL-01213,22,Male,MO,Sales Manager,Married,562,Comprehensive,2636.05,2021-08-09,9,4,0
POL-01214,66,Male,WA,Freelancer,Married,388,Comprehensive,2005.91,2022-11-27,1,7,1
POL-01215,24,Male,GA,Software Engineer,Widowed,488,Basic,6219.06,2024-07-09,2,3,1
POL-01216,57,Female,MA,Construction Worker,Married,752,Basic,5471.58,2022-10-28,6,3,0
POL-01217,20,Male,PA,Sales Manager,Divorced,479,Premium,3965.27,2023-08-12,1,6,1
POL-01218,27,Female,IN,Teacher,Married,488,Standard,3019.16,2024-01-16,14,0,1
POL-01219,22,Male,WI,Driver,Divorced,464,Standard,4603.43,2021-10-12,1,1,0
POL-01220,44,Male,WI,Construction Worker,Married,629,Premium,788.23,2020-07-31,7,0,1
POL-01221,18,Male,WA,Doctor,Single,529,Basic,4727.29,2020-05-31,0,7,1
POL-01222,36,Female,MA,Student,Married,802,Premium,3088.6,2023-07-27,14,7,0
POL-01223,47,Female,GA,Nurse,Divorced,478,Comprehensive,7993.55,2024-12-11,5,5,0
POL-01224,45,Female,PA,Software Engineer,Widowed,720,Standard,7906.17,2020-09-13,11,3,1
POL-01225,44,Female,MA,Construction Worker,Widowed,754,Comprehensive,3976.38,2021-11-22,10,6,0
POL-01226,64,Male,GA,Mechanic,Married,499,Premium,7252.66,2023-01-27,13,5,0
POL-01227,31,Female,PA,Lawyer,Single,763,Premium,7285.07,2024-05-05,13,0,0
POL-01228,31,Female,MO,Student,Married,693,Comprehensive,1852.36,2022-06-26,0,3,1
POL-01229,54,Male,NC,Construction Worker,Married,711,Standard,1630.12,2021-10-10,14,3,0
POL-01230,66,Female,NJ,Chef,Single,399,Basic,1143.13,2020-01-18,1,5,0
POL-01231,38,Female,OH,Construction Worker,Married,518,Premium,6805.09,2022-01-13,10,7,1
POL-01232,39,Male,MI,Accountant,Single,463,Standard,1724.43,2020-08-30,13,2,1
POL-01233,62,Female,GA,Teacher,Married,755,Basic,6167.55,2020-10-04,12,7,1
POL-01234,48,Male,CA,Chef,Divorced,751,Standard,3855.0,2020-02-10,15,5,0
POL-01235,23,Female,FL,Nurse,Married,607,Comprehensive,7375.73,2020-08-15,6,5,0
POL-01236,63,Male,VA,Chef,Widowed,316,Comprehensive,7937.76,2022-01-17,8,3,0
POL-01237,51,Male,TN,Sales Manager,Married,353,Standard,5753.86,2021-06-22,14,6,0
POL-01238,20,Female,MA,Retail Worker,Single,640,Basic,1479.87,2023-07-02,0,0,0
POL-01239,42,Male,TN,Electrician,Widowed,336,Premium,5726.42,2021-11-18,11,8,1
POL-01240,44,Female,PA,Sales Manager,Divorced,497,Comprehensive,2612.31,2020-06-19,14,1,0
POL-01241,73,Male,CA,Doctor,Married,409,Standard,1058.11,2022-02-03,2,2,0
POL-01242,67,Male,FL,Software Engineer,Single,649,Basic,1671.83,2023-07-06,14,5,0
POL-01243,57,Male,TX,Construction Worker,Married,504,Basic,1891.81,2024-01-10,2,0,1
POL-01244,68,Male,OH,Software Engineer,Single,696,Premium,5190.89,2021-01-29,15,3,1
POL-01245,56,Male,TN,Accountant,Single,753,Standard,4306.88,2020-06-11,5,3,0
POL-01246,27,Male,NY,Construction Worker,Single,492,Standard,6864.62,2024-03-28,7,2,1
POL-01247,58,Female,WI,Electrician,Divorced,523,Comprehensive,2382.12,2021-12-07,7,8,0
POL-01248,59,Female,MI,Doctor,Married,366,Basic,970.87,2021-12-05,1,6,0
POL-01249,61,Female,CA,Construction Worker,Single,626,Premium,5735.57,2023-05-25,2,4,0
POL-01250,46,Female,TN,Sales Manager,Widowed,607,Comprehensive,2851.06,2024-03-05,6,3,0
POL-01251,20,Female,AZ,Lawyer,Widowed,632,Comprehensive,3977.18,2022-08-09,14,2,0
POL-01252,65,Female,AZ,Software Engineer,Married,624,Comprehensive,7923.22,2023-07-18,4,6,0
POL-01253,18,Female,IL,Nurse,Married,522,Basic,622.92,2022-08-25,4,4,0
POL-01254,30,Male,TN,Electrician,Married,610,Premium,2208.04,2022-09-23,15,6,1
POL-01255,72,Male,TN,Retail Worker,Single,661,Basic,1001.8,2021-10-24,15,4,0
POL-01256,33,Female,OH,Electrician,Widowed,313,Premium,5236.31,2021-11-24,9,6,0
POL-01257,56,Male,IN,Accountant,Divorced,682,Standard,3271.76,2022-08-27,2,0,1
POL-01258,41,Female,GA,Mechanic,Divorced,539,Premium,5254.04,2022-09-02,8,8,0
POL-01259,54,Female,OH,Student,Married,629,Standard,5810.79,2023-06-02,7,3,1
POL-01260,54,Female,CA,Sales Manager,Single,693,Standard,5177.05,2020-06-15,15,7,0
POL-01261,22,Female,WA,Doctor,Married,582,Standard,3228.37,2024-05-11,1,7,0
POL-01262,32,Male,NJ,Sales Manager,Widowed,449,Premium,7675.01,2022-09-19,10,8,0
POL-01263,70,Male,WI,Chef,Single,602,Basic,6016.21,2021-02-03,9,3,1
POL-01264,45,Male,MI,Accountant,Married,447,Premium,689.63,2023-08-27,13,1,0
POL-01265,47,Male,MA,Retail Worker,Widowed,460,Comprehensive,6188.46,2020-08-08,8,7,0
POL-01266,30,Female,MI,Nurse,Married,630,Basic,1429.36,2024-11-12,10,8,1
POL-01267,41,Male,NJ,Freelancer,Widowed,326,Comprehensive,5347.46,2022-03-21,5,5,0
POL-01268,59,Female,NJ,Chef,Single,823,Basic,5920.83,2024-01-01,4,7,0
POL-01269,22,Male,PA,Teacher,Married,540,Basic,6159.95,2022-01-01,10,1,1
POL-01270,39,Male,TN,Electrician,Single,837,Comprehensive,5313.64,2022-03-21,4,8,0
POL-01271,70,Male,MA,Nurse,Single,567,Standard,2294.49,2023-08-13,0,0,0
POL-01272,48,Male,TX,Mechanic,Married,456,Standard,4254.38,2021-10-23,12,6,0
POL-01273,50,Female,TN,Software Engineer,Widowed,369,Basic,2000.93,2020-03-14,6,3,1
POL-01274,18,Female,FL,Chef,Divorced,821,Standard,3478.86,2020-11-07,0,4,0
POL-01275,53,Female,IN,Electrician,Married,506,Premium,3008.64,2021-10-31,8,6,0
POL-01276,59,Female,MA,Software Engineer,Widowed,824,Comprehensive,2034.43,2020-08-18,1,6,0
POL-01277,65,Male,OH,Doctor,Divorced,519,Premium,3207.04,2020-04-21,7,4,0
POL-01278,50,Male,MI,Software Engineer,Married,485,Premium,2047.65,2024-01-14,12,5,1
POL-01279,43,Male,TN,Lawyer,Divorced,554,Basic,5122.78,2024-12-16,0,0,0
POL-01280,72,Male,NC,Student,Single,610,Comprehensive,3360.66,2023-03-09,5,1,0
POL-01281,41,Male,OH,Electrician,Divorced,377,Premium,3631.15,2020-02-15,9,0,0
POL-01282,37,Male,NC,Lawyer,Married,423,Basic,7102.18,2022-09-02,5,0,0
POL-01283,23,Male,MA,Freelancer,Divorced,576,Basic,5771.58,2022-09-09,2,2,0
POL-01284,22,Female,WA,Software Engineer,Single,809,Comprehensive,6728.38,2022-04-24,5,0,0
POL-01285,60,Male,NC,Construction Worker,Divorced,790,Standard,6514.56,2020-02-19,8,3,0
POL-01286,62,Female,CA,Retail Worker,Single,745,Comprehensive,6439.73,2024-01-05,1,4,0
POL-01287,23,Female,MA,Freelancer,Widowed,467,Premium,5439.51,2022-01-30,4,5,0
POL-01288,44,Male,MD,Electrician,Divorced,778,Premium,6254.85,2020-10-29,15,8,1
POL-01289,41,Female,FL,Chef,Divorced,440,Premium,7435.39,2023-08-14,14,7,0
POL-01290,74,Male,NJ,Driver,Married,649,Standard,6883.23,2023-03-20,4,3,1
POL-01291,23,Female,NY,Driver,Single,832,Basic,4815.98,2021-06-05,5,3,0
POL-01292,49,Male,NJ,Construction Worker,Divorced,704,Comprehensive,2143.04,2021-12-20,13,1,0
POL-01293,58,Female,PA,Freelancer,Married,300,Basic,4214.02,2020-05-27,9,3,1
POL-01294,37,Male,MO,Retail Worker,Single,495,Basic,621.65,2021-08-28,3,3,0
POL-01295,70,Male,FL,Accountant,Widowed,421,Comprehensive,7586.56,2023-09-16,12,0,0
POL-01296,39,Female,VA,Mechanic,Divorced,738,Comprehensive,5264.15,2023-04-30,1,7,0
POL-01297,49,Female,VA,Software Engineer,Divorced,784,Comprehensive,6146.88,2024-04-25,3,6,0
POL-01298,61,Female,CA,Electrician,Single,799,Basic,4061.54,2023-01-18,2,1,0
POL-01299,64,Male,MA,Electrician,Divorced,547,Comprehensive,757.57,2021-09-26,14,3,1
POL-01300,24,Male,PA,Chef,Single,818,Comprehensive,1018.25,2021-01-06,14,4,1
POL-01301,69,Male,NC,Chef,Single,829,Comprehensive,1804.39,2022-07-14,9,2,0
POL-01302,36,Female,AZ,Teacher,Married,378,Standard,4116.1,2021-05-25,0,6,0
POL-01303,67,Female,TX,Accountant,Married,528,Premium,6991.74,2023-04-10,15,3,1
POL-01304,69,Male,NY,Nurse,Married,435,Basic,3785.73,2022-01-20,13,0,0
POL-01305,58,Male,AZ,Lawyer,Single,585,Comprehensive,4679.61,2022-05-14,2,1,0
POL-01306,34,Female,TN,Electrician,Married,440,Basic,680.82,2020-06-25,5,3,1
POL-01307,60,Female,MO,Accountant,Widowed,368,Standard,4865.9,2020-08-25,1,3,0
POL-01308,27,Female,PA,Construction Worker,Widowed,311,Premium,949.95,2024-06-02,0,1,0
POL-01309,55,Male,MI,Student,Married,627,Standard,6954.39,2024-06-28,6,3,1
POL-01310,48,Female,OH,Teacher,Married,697,Basic,1595.84,2020-09-17,4,1,1
POL-01311,50,Male,MD,Nurse,Married,723,Premium,7532.06,2024-08-22,8,6,0
POL-01312,66,Female,TX,Freelancer,Divorced,704,Basic,1944.54,2024-01-27,11,6,1
POL-01313,56,Male,PA,Lawyer,Widowed,461,Standard,4992.34,2021-08-12,15,1,1
POL-01314,56,Male,AZ,Teacher,Single,449,Basic,3271.41,2022-03-16,8,7,0
POL-01315,37,Female,MI,Freelancer,Widowed,823,Comprehensive,3395.7,2024-11-19,4,7,0
POL-01316,23,Female,NJ,Driver,Single,557,Premium,7506.21,2024-11-26,9,8,0
POL-01317,38,Female,GA,Chef,Married,656,Premium,1938.85,2021-11-17,13,4,0
POL-01318,56,Female,OH,Doctor,Married,602,Standard,5653.28,2022-01-10,10,3,1
POL-01319,55,Male,NY,Construction Worker,Divorced,552,Standard,4985.98,2023-07-21,10,2,1
POL-01320,41,Male,WA,Lawyer,Divorced,770,Premium,1597.55,2023-05-26,2,4,0
POL-01321,42,Female,CA,Teacher,Married,560,Comprehensive,3910.7,2023-02-01,8,8,1
POL-01322,30,Female,TX,Electrician,Widowed,410,Comprehensive,3778.79,2021-10-03,3,2,0
POL-01323,25,Female,TX,Software Engineer,Single,584,Basic,4613.68,2021-07-03,4,1,1
POL-01324,31,Male,MD,Software Engineer,Single,414,Premium,7826.27,2024-01-13,8,4,1
POL-01325,33,Male,GA,Chef,Divorced,662,Standard,1637.77,2023-02-07,10,3,0
POL-01326,69,Female,OH,Driver,Single,464,Basic,4784.3,2023-06-11,8,7,0
POL-01327,24,Male,AZ,Mechanic,Married,770,Standard,7189.14,2021-03-27,8,1,0
POL-01328,33,Female,AZ,Chef,Widowed,756,Standard,2241.36,2024-10-01,2,6,1
POL-01329,46,Male,WA,Freelancer,Widowed,323,Premium,2038.47,2023-10-10,15,6,0
POL-01330,38,Male,TN,Driver,Widowed,752,Standard,3297.21,2023-12-11,2,6,0
POL-01331,68,Female,OH,Mechanic,Divorced,661,Comprehensive,2556.06,2024-01-04,9,3,1
POL-01332,56,Female,CA,Retail Worker,Married,366,Comprehensive,5848.02,2020-02-14,12,5,0
POL-01333,42,Male,TN,Electrician,Widowed,734,Basic,3780.22,2021-12-14,7,4,0
POL-01334,34,Female,IL,Nurse,Married,829,Standard,6844.27,2022-02-20,11,0,0
POL-01335,23,Male,FL,Chef,Single,556,Basic,4439.4,2021-06-06,14,2,0
POL-01336,27,Female,NC,Freelancer,Married,534,Comprehensive,2836.99,2022-12-02,2,3,0
POL-01337,57,Male,MD,Retail Worker,Married,595,Comprehensive,7565.12,2020-12-09,7,0,0
POL-01338,56,Male,FL,Doctor,Single,575,Standard,4504.65,2024-05-14,14,8,0
POL-01339,64,Male,PA,Driver,Married,551,Basic,2941.08,2020-12-17,8,8,0
POL-01340,50,Male,WA,Nurse,Married,349,Comprehensive,1669.32,2020-09-27,7,5,0
POL-01341,47,Male,MA,Nurse,Single,554,Standard,5301.02,2024-03-25,1,1,1
POL-01342,26,Male,MI,Lawyer,Widowed,704,Comprehensive,7165.95,2022-08-13,11,6,0
POL-01343,51,Female,IL,Driver,Widowed,429,Basic,2051.7,2023-05-13,11,4,0
POL-01344,56,Female,WA,Electrician,Divorced,682,Basic,2859.09,2021-02-10,0,3,1
POL-01345,67,Male,MA,Freelancer,Married,609,Comprehensive,2333.69,2020-02-03,7,7,0
POL-01346,49,Female,MA,Construction Worker,Widowed,680,Standard,3974.74,2022-05-01,1,3,0
POL-01347,75,Male,MI,Sales Manager,Single,658,Comprehensive,7320.44,2024-12-21,13,1,0
POL-01348,40,Female,TX,Student,Widowed,369,Premium,2985.89,2021-09-27,5,0,0
POL-01349,27,Female,TX,Software Engineer,Married,833,Premium,681.05,2022-04-06,10,7,0
POL-01350,57,Female,MI,Sales Manager,Single,829,Basic,7126.5,2024-04-02,15,6,0
POL-01351,60,Male,PA,Student,Widowed,638,Comprehensive,5985.87,2023-07-24,8,2,0
POL-01352,66,Male,FL,Chef,Widowed,582,Comprehensive,2151.78,2020-03-31,9,0,0
POL-01353,30,Female,MD,Mechanic,Widowed,455,Comprehensive,4602.92,2021-06-06,6,0,0
POL-01354,28,Male,NC,Construction Worker,Widowed,367,Standard,4012.3,2020-12-05,15,1,0
POL-01355,60,Female,NJ,Chef,Divorced,780,Premium,4827.83,2023-01-27,10,5,0
POL-01356,60,Female,WI,Doctor,Married,531,Basic,3754.05,2021-07-11,10,8,0
POL-01357,49,Female,TX,Chef,Divorced,563,Basic,6680.52,2023-02-10,7,3,0
POL-01358,47,Male,NY,Construction Worker,Divorced,722,Comprehensive,3644.69,2021-11-09,9,1,0
POL-01359,28,Female,FL,Doctor,Divorced,358,Comprehensive,3544.44,2022-06-04,4,6,1
POL-01360,19,Female,VA,Teacher,Divorced,541,Comprehensive,7093.29,2022-10-04,12,3,1
POL-01361,45,Male,MI,Mechanic,Married,644,Standard,4984.87,2023-04-30,12,1,0
POL-01362,23,Male,CA,Nurse,Widowed,804,Basic,7507.81,2024-06-13,4,0,0
POL-01363,48,Male,TX,Nurse,Divorced,675,Premium,5495.44,2020-06-28,1,2,0
POL-01364,39,Male,TX,Chef,Single,340,Basic,6660.72,2021-01-28,5,6,1
POL-01365,24,Female,MD,Accountant,Single,591,Standard,987.07,2023-05-26,8,2,0
POL-01366,49,Male,MI,Software Engineer,Widowed,646,Standard,5711.82,2024-07-17,14,5,0
POL-01367,36,Female,AZ,Doctor,Married,616,Premium,2079.1,2022-08-02,4,2,0
POL-01368,23,Male,MD,Student,Single,451,Basic,7986.69,2020-09-15,4,1,0
POL-01369,67,Female,NJ,Chef,Married,793,Comprehensive,3574.1,2023-08-12,9,3,1
POL-01370,59,Male,VA,Nurse,Widowed,496,Premium,995.42,2020-03-05,8,6,0
POL-01371,70,Female,MA,Retail Worker,Widowed,631,Comprehensive,1496.77,2021-10-31,13,5,0
POL-01372,18,Male,NC,Electrician,Single,798,Premium,1611.26,2024-12-15,4,3,1
POL-01373,35,Male,IL,Electrician,Single,309,Premium,5835.24,2024-06-26,11,5,0
POL-01374,24,Female,IN,Mechanic,Married,451,Premium,5602.67,2024-10-22,8,8,1
POL-01375,74,Male,AZ,Doctor,Single,765,Premium,4540.94,2024-03-27,14,0,0
POL-01376,39,Male,AZ,Chef,Single,785,Comprehensive,7467.86,2024-12-16,7,5,0
POL-01377,46,Female,MI,Student,Single,534,Premium,3461.09,2020-01-09,7,0,0
POL-01378,70,Female,GA,Electrician,Single,740,Basic,7689.78,2024-07-01,8,8,1
POL-01379,19,Female,WI,Retail Worker,Single,808,Standard,4505.68,2023-02-05,9,1,0
POL-01380,42,Female,IL,Driver,Married,314,Comprehensive,1097.58,2023-08-17,7,7,0
POL-01381,24,Male,NC,Nurse,Divorced,563,Comprehensive,1713.96,2022-05-23,6,2,0
POL-01382,24,Female,MI,Driver,Single,378,Standard,7049.16,2024-10-13,0,3,0
POL-01383,67,Female,IL,Teacher,Widowed,645,Basic,4253.47,2024-09-06,14,8,0
POL-01384,48,Female,FL,Sales Manager,Single,661,Standard,3409.11,2021-01-22,8,0,0
POL-01385,22,Male,PA,Sales Manager,Married,834,Standard,4090.18,2024-03-30,11,0,0
POL-01386,72,Female,AZ,Teacher,Widowed,517,Standard,1926.08,2023-07-29,15,1,0
POL-01387,71,Female,MO,Doctor,Widowed,696,Premium,5318.96,2021-02-11,1,0,1
POL-01388,30,Male,MD,Sales Manager,Single,681,Premium,3616.5,2024-09-11,0,5,1
POL-01389,23,Male,NY,Chef,Single,439,Comprehensive,4207.59,2023-02-03,10,1,0
POL-01390,68,Female,GA,Accountant,Widowed,600,Basic,6939.93,2020-04-22,9,2,0
POL-01391,70,Female,PA,Accountant,Divorced,721,Basic,7813.47,2022-01-15,2,7,0
POL-01392,65,Female,AZ,Software Engineer,Single,591,Premium,1885.82,2020-07-09,4,8,0
POL-01393,41,Male,NY,Accountant,Divorced,625,Basic,1869.64,2021-03-10,2,3,0
POL-01394,35,Female,MO,Doctor,Single,604,Premium,1253.27,2022-04-06,1,4,1
POL-01395,23,Female,NC,Construction Worker,Single,440,Basic,1207.36,2023-04-19,0,1,1
POL-01396,20,Female,VA,Electrician,Single,570,Standard,4931.4,2023-02-23,7,1,0
POL-01397,28,Male,MD,Construction Worker,Single,317,Comprehensive,2138.13,2023-12-21,4,2,0
POL-01398,44,Male,IN,Student,Divorced,492,Comprehensive,4606.73,2020-05-01,13,3,1
POL-01399,30,Female,VA,Nurse,Widowed,721,Premium,2520.2,2023-06-16,3,6,0
POL-01400,59,Female,CA,Teacher,Widowed,495,Premium,5684.75,2023-03-26,5,1,0
POL-01401,26,Male,GA,Mechanic,Single,373,Comprehensive,1497.22,2021-03-22,8,1,0
POL-01402,59,Male,NY,Freelancer,Single,723,Basic,3060.18,2022-07-04,4,2,0
POL-01403,73,Female,NJ,Electrician,Widowed,831,Premium,3825.59,2021-02-16,4,3,1
POL-01404,40,Male,GA,Lawyer,Widowed,580,Comprehensive,867.0,2020-01-07,13,7,0
POL-01405,21,Male,MA,Driver,Divorced,508,Comprehensive,1328.12,2021-08-11,4,4,0
POL-01406,29,Female,CA,Lawyer,Single,765,Premium,2773.97,2021-04-04,14,3,0
POL-01407,71,Female,WA,Accountant,Married,791,Standard,3785.97,2020-09-30,0,3,1
POL-01408,42,Male,MO,Driver,Married,412,Premium,5909.32,2022-12-05,8,1,0
POL-01409,73,Female,WA,Software Engineer,Single,409,Standard,7240.82,2021-05-31,7,8,0
POL-01410,58,Female,IN,Software Engineer,Married,320,Premium,6263.7,2024-04-25,13,5,0
POL-01411,48,Male,IL,Teacher,Divorced,735,Premium,5720.2,2021-07-10,6,6,0
POL-01412,24,Female,TN,Chef,Married,550,Premium,843.53,2021-11-19,11,7,0
POL-01413,52,Female,TN,Mechanic,Widowed,316,Basic,1273.94,2020-10-07,7,6,0
POL-01414,31,Female,AZ,Driver,Single,405,Comprehensive,5888.23,2021-03-28,6,3,0
POL-01415,24,Male,NC,Software Engineer,Widowed,423,Premium,5322.64,2024-12-27,14,3,0
POL-01416,39,Male,WI,Teacher,Single,556,Standard,831.28,2023-11-12,8,8,0
POL-01417,60,Male,TN,Freelancer,Married,721,Premium,1250.7,2022-10-28,7,4,0
POL-01418,45,Female,VA,Doctor,Widowed,468,Basic,6041.76,2023-07-08,0,4,0
POL-01419,29,Male,GA,Construction Worker,Single,483,Standard,6704.58,2021-02-08,4,4,1
POL-01420,21,Female,GA,Chef,Married,332,Basic,5943.08,2024-01-22,6,5,0
POL-01421,71,Female,PA,Construction Worker,Single,462,Comprehensive,3335.65,2020-12-16,11,0,0
POL-01422,61,Female,NY,Teacher,Married,516,Basic,1653.05,2020-08-10,13,3,0
POL-01423,35,Female,MA,Nurse,Married,759,Comprehensive,1791.01,2024-09-09,14,4,0
POL-01424,34,Male,CA,Mechanic,Widowed,602,Comprehensive,6294.19,2022-08-10,2,1,0
POL-01425,75,Male,GA,Construction Worker,Single,790,Comprehensive,7320.0,2023-04-04,4,0,0
POL-01426,52,Male,PA,Mechanic,Single,820,Basic,2311.21,2023-02-05,2,5,0
POL-01427,34,Female,NJ,Driver,Married,482,Basic,3707.91,2024-10-07,6,2,0
POL-01428,62,Male,IN,Nurse,Widowed,373,Comprehensive,5906.9,2023-01-24,2,5,1
POL-01429,28,Female,NJ,Software Engineer,Single,311,Basic,6314.78,2023-11-15,0,0,0
POL-01430,38,Male,MD,Teacher,Single,494,Comprehensive,7648.16,2020-07-20,14,8,0
POL-01431,21,Male,PA,Sales Manager,Divorced,688,Basic,6460.17,2022-10-29,9,4,0
POL-01432,28,Male,MO,Freelancer,Married,788,Premium,4183.54,2024-04-21,2,2,0
POL-01433,70,Female,IN,Chef,Single,621,Comprehensive,4016.56,2022-11-04,13,7,0
POL-01434,20,Male,CA,Retail Worker,Divorced,551,Comprehensive,3090.14,2021-11-30,2,5,0
POL-01435,51,Male,WA,Electrician,Single,541,Comprehensive,1619.55,2021-07-05,7,5,0
POL-01436,60,Male,VA,Accountant,Married,684,Basic,4644.07,2020-03-21,15,0,1
POL-01437,31,Male,AZ,Chef,Widowed,663,Basic,6292.75,2024-05-13,5,2,0
POL-01438,21,Female,TX,Student,Single,701,Premium,6761.74,2020-09-11,0,4,0
POL-01439,72,Male,MO,Lawyer,Widowed,554,Standard,3335.66,2024-04-13,6,8,0
POL-01440,43,Female,GA,Nurse,Single,444,Comprehensive,5143.06,2021-08-27,5,8,0
POL-01441,44,Female,IL,Software Engineer,Married,729,Standard,3261.92,2024-01-25,13,3,0
POL-01442,37,Female,FL,Lawyer,Single,699,Premium,7590.9,2023-07-17,12,2,0
